scientific name,common names,hymenium type,cap shape,gill type,stipe type,spore color,ecological type,edible,URL
psilocybe subcaerulipes,hikageshibiretake,gills,"conical, convex",adnate,bare,purple-brown,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_subcaerulipes
psilocybe tasmaniana,none,gills,"convex, campanulate",adnate,bare,purple-brown,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_tasmaniana
psilocybe yungensis,none,gills,"conical, campanulate","adnate, adnexed",bare,purple-brown,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_yungensis
cystoderma carcharias,none,gills,"convex, flat",adnate,ring,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Cystoderma_carcharias
cystolepiota bucknallii,none,gills,convex,free,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Cystolepiota_bucknallii
paragyrodon sphaerosporus,paragyrodon,pores,infundibuliform,adnate,cortina,yellow-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Paragyrodon
amanita hemibapha,half-dyed slender caesar,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,choice,https://en.wikipedia.org/wiki/Amanita_hemibapha
russula integra,entire russula,gills,"convex, depressed","adnate, free",bare,yellow,mycorrhizal,"edible, not recommended",https://en.wikipedia.org/wiki/Russula_integra
gastropila fumosa,none,glebal,none,none,none,brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Gastropila_fumosa
lactarius semisanguifluus,none,gills,depressed,decurrent,bare,tan,mycorrhizal,choice,https://en.wikipedia.org/wiki/Lactarius_semisanguifluus
lactarius sanguifluus,bloody milk cap,gills,depressed,decurrent,bare,tan,mycorrhizal,choice,https://en.wikipedia.org/wiki/Lactarius_sanguifluus
phallus pygmaeus,none,smooth,none,none,volva,olive,saprotrophic,unknown,https://en.wikipedia.org/wiki/Phallus_pygmaeus
clavaria fragilis,"fairy fingers,white worm coral,white spindles",smooth,none,none,bare,white,saprotrophic,edible,https://en.wikipedia.org/wiki/Clavaria_fragilis
pleurotus djamor,pink oyster mushroom,gills,offset,decurrent,bare,pink,saprotrophic,choice,https://en.wikipedia.org/wiki/Pleurotus_djamor
mycena californiensis,none,gills,"conical, campanulate",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_californiensis
peziza cerea,cellar cup,smooth,none,none,none,"white, cream",saprotrophic,inedible,https://en.wikipedia.org/wiki/Peziza_cerea
amanita exitialis,guangzhou destroying angel,gills,convex,free,"ring,volva",white,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Amanita_exitialis
lycoperdon pulcherrimum,long-spined puffball,glebal,none,none,none,olive,saprotrophic,"edible, inedible",https://en.wikipedia.org/wiki/Lycoperdon_pulcherrimum
suillus sibiricus,siberian slippery jack,pores,"convex, flat","adnate, decurrent","ring, bare",brown,mycorrhizal,"edible, allergic",https://en.wikipedia.org/wiki/Suillus_sibiricus
clavaria zollingeri,"violet coral,magenta coral",smooth,none,none,none,white,saprotrophic,"not recommended, inedible",https://en.wikipedia.org/wiki/Clavaria_zollingeri
amanita virosiformis,narrow-spored destroying angel,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Amanita_virosiformis
amanita magnivelaris,"great felt skirt destroying angel,great feltskirt destroying angel amanita",gills,"convex, flat",free,"ring,volva",white,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Amanita_magnivelaris
amanita elliptosperma,atkinson's destroying angel,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Amanita_elliptosperma
amanita magniverrucata,"pine cone amanita,great pine jewel",gills,"convex, flat","free, adnate","ring,volva",white,mycorrhizal,"unknown, poisonous",https://en.wikipedia.org/wiki/Amanita_magniverrucata
lactarius subflammeus,orange milk cap,gills,convex,"adnate, decurrent",bare,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Lactarius_subflammeus
lactarius aspideus,bright yellow milkcap,gills,depressed,adnate,bare,yellow,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Lactarius_aspideus
lactarius alnicola,golden milkcap,gills,depressed,"adnate, decurrent",bare,"white, yellow",mycorrhizal,inedible,https://en.wikipedia.org/wiki/Lactarius_alnicola
lactarius pubescens,downy milk cap,gills,depressed,decurrent,bare,cream,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Lactarius_pubescens
lactarius repraesentaneus,"northern bearded milkcap,northern milkcap,purple-staining bearded milkcap",gills,depressed,decurrent,bare,yellow,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Lactarius_repraesentaneus
lactarius affinis,kindred milk cap,gills,depressed,decurrent,bare,white,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Lactarius_affinis
lactarius fallax,velvety milk cap,gills,depressed,decurrent,bare,yellow,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Lactarius_fallax
lactifluus deceptivus,"lactarius deceptivus,deceiving milkcap",gills,depressed,decurrent,bare,white,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Lactifluus_deceptivus
lactarius argillaceifolius,none,gills,depressed,decurrent,bare,"white, buff",mycorrhizal,"unknown, poisonous",https://en.wikipedia.org/wiki/Lactarius_argillaceifolius
lactarius rufulus,"rufous candy cap,southern candy cap",gills,depressed,decurrent,bare,"cream, yellow",mycorrhizal,edible,https://en.wikipedia.org/wiki/Lactarius_rufulus
strobilomyces foveatus,none,pores,convex,adnate,bare,"black, brown",mycorrhizal,unknown,https://en.wikipedia.org/wiki/Strobilomyces_foveatus
cortinarius armillatus,"red-banded cortinarius,bracelet cortinarius",gills,"campanulate, convex","adnate, sinuate",cortina,brown,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Cortinarius_armillatus
amanita australis,none,gills,"flat, convex",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_australis
amanita franchetii,"yellow veiled amanita,franchet's amanita",gills,"flat, convex",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_franchetii
amanita nothofagi,none,gills,"flat, convex",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_nothofagi
amanita nehuta,maori dust amanita,gills,"flat, convex",free,volva,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_nehuta
strobilomyces strobilaceus,"strobilomyces floccopus,old man of the woods",pores,convex,adnate,ring,"blackish-brown, black",mycorrhizal,edible,https://en.wikipedia.org/wiki/Strobilomyces_strobilaceus
agaricus californicus,"mock meadow mushroom,california agaricus",gills,convex,free,ring,brown,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Agaricus_californicus
humidicutis marginata,none,gills,umbonate,adnexed,bare,white,saprotrophic,edible,https://en.wikipedia.org/wiki/Humidicutis_marginata
rubroboletus rhodoxanthus,boletus rhodoxanthus,pores,convex,adnate,bare,olive-brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Rubroboletus_rhodoxanthus
agaricus silvaticus,"agaricus sylvaticus,scaly wood mushroom,blushing wood mushroom,pinewood mushroom",gills,flat,none,ring,brown,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Agaricus_silvaticus
agaricus macrosporus,none,gills,convex,free,ring,purple-brown,saprotrophic,edible,https://en.wikipedia.org/wiki/Agaricus_macrosporus
russula decolorans,graying russula,gills,"convex, depressed","adnate, adnexed",bare,yellow,mycorrhizal,"edible, not recommended",https://en.wikipedia.org/wiki/Russula_decolorans
russula paludosa,none,gills,convex,decurrent,bare,ochre,mycorrhizal,edible,https://en.wikipedia.org/wiki/Russula_paludosa
amanita jacksonii,"jackson's slender amanita,american slender caesar,eastern caesar's amanita",gills,"flat, convex",free,"ring,volva",white,mycorrhizal,"choice, not recommended",https://en.wikipedia.org/wiki/Amanita_jacksonii
cyanoboletus pulverulentus,ink stain bolete,pores,convex,adnate,bare,olive-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Cyanoboletus_pulverulentus
boletus sensibilis,none,pores,convex,adnate,bare,olive-brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Boletus_sensibilis
suillus viscidus,sticky bolete,pores,convex,decurrent,ring,brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Suillus_viscidus
cerioporus leptocephalus,blackfoot polypore,pores,flat,decurrent,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Cerioporus_leptocephalus
lycoperdon molle,"smooth puffball,soft puffball",glebal,none,none,none,olive,saprotrophic,"edible, inedible",https://en.wikipedia.org/wiki/Lycoperdon_molle
cortinarius varius,contrary webcap,gills,"convex, flat",adnate,bare,reddish-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Cortinarius_varius
thaxterogaster purpurascens,bruising webcap,gills,convex,emarginate,bare,brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Thaxterogaster_purpurascens
cortinarius infractus,"sooty-olive cortinarius,bitter webcap",gills,convex,adnate,bare,reddish-brown,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Cortinarius_infractus
cortinarius delibutus,"bluegill webcap,yellow webcap",gills,convex,adnate,bare,reddish-brown,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Cortinarius_delibutus
hygrophorus eburneus,"ivory waxy cap,cowboy's handkerchief",gills,"convex, flat",decurrent,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Hygrophorus_eburneus
tulosesus impatiens,none,gills,"convex, flat",adnexed,bare,blackish-brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Tulosesus_impatiens
coprinopsis variegata,"scaly ink cap,feltscale inky cap",gills,conical,free,ring,black,saprotrophic,allergenic,https://en.wikipedia.org/wiki/Coprinopsis_variegata
coprinopsis picacea,"magpie mushroom,magpie fungus,magpie inkcap fungus",gills,conical,free,bare,black,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Coprinopsis_picacea
gyroporus cyanescens,"bluing bolete,cornflower bolete",pores,"convex, flat",none,bare,"cream, yellow",mycorrhizal,choice,https://en.wikipedia.org/wiki/Gyroporus_cyanescens
cantharellus formosus,pacific golden chanterelle,ridges,infundibuliform,decurrent,bare,"yellow, white",mycorrhizal,choice,https://en.wikipedia.org/wiki/Cantharellus_formosus
cantharellus subalbidus,white chanterelle,ridges,infundibuliform,decurrent,bare,white,mycorrhizal,choice,https://en.wikipedia.org/wiki/Cantharellus_subalbidus
cantharellus californicus,"california golden chanterelle,mud puppy,oak chanterelle",ridges,infundibuliform,decurrent,bare,yellow,mycorrhizal,choice,https://en.wikipedia.org/wiki/Cantharellus_californicus
amanita atkinsoniana,atkinson's amanita,gills,"flat, convex",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_atkinsoniana
amanita ravenelii,pinecone lepidella,gills,"umbonate, flat",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_ravenelii
clavariadelphus ligula,strap coral,smooth,none,none,bare,white,mycorrhizal,"unknown, inedible",https://en.wikipedia.org/wiki/Clavariadelphus_ligula
geastrum quadrifidum,"rayed earthstar,four-footed earthstar",glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_quadrifidum
geastrum welwitschii,none,glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_welwitschii
inosperma maculatum,"inocybe maculata,frosty fibrecap,brown inocybe",gills,"conical, umbonate","adnate, adnexed",bare,brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Inosperma_maculatum
trichoderma cornu-damae,"podostroma cornu-damae,poison fire coral",smooth,none,none,bare,"yellow, brown",saprotrophic,deadly,https://en.wikipedia.org/wiki/Trichoderma_cornu-damae
mycena stylobates,bulbous bonnet,gills,conical,adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_stylobates
guepina helvelloides,"guepinia,guepinia helvelloides,apricot jelly",smooth,depressed,none,bare,white,saprotrophic,edible,https://en.wikipedia.org/wiki/Guepinia
lactarius vinaceorufescens,"yellow-staining milkcap,yellow-latex milky",gills,depressed,decurrent,bare,"white, yellow",mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Lactarius_vinaceorufescens
inosperma cookei,straw fibrecap,gills,campanulate,adnexed,bare,brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Inosperma_cookei
leratiomyces squamosus,none,gills,convex,adnate,ring,brown,saprotrophic,unknown,https://en.wikipedia.org/wiki/Leratiomyces_squamosus
boletellus ananas,pineapple bolete,pores,convex,adnate,bare,brown,mycorrhizal,"edible, not recommended",https://en.wikipedia.org/wiki/Boletellus_ananas
pholiota squarrosa,"shaggy scalycap,shaggy pholiota,scaly pholiota",gills,"convex, flat","adnate, sinuate",ring,brown,parasitic,not recommended,https://en.wikipedia.org/wiki/Pholiota_squarrosa
mycena clariviolacea,none,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_clariviolacea
mycena fonticola,none,gills,conical,adnexed,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_fonticola
mycena fuscoaurantiaca,none,gills,conical,adnexed,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_fuscoaurantiaca
mycena intersecta,none,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_intersecta
mycena lanuginosa,none,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_lanuginosa
mycena multiplicata,none,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_multiplicata
mycena mustea,none,gills,conical,adnexed,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_mustea
mycena nidificata,none,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_nidificata
inocybe praetervisa,none,gills,campanulate,adnexed,bare,brown,mycorrhizal,"not recommended, poisonous",https://en.wikipedia.org/wiki/Inocybe_praetervisa
mycena maculata,reddish-spotted mycena,gills,conical,"adnate, sinuate",bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_maculata
suillus collinitus,none,pores,"convex, flat",decurrent,bare,brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Suillus_collinitus
amanita rubrovolvata,red volva amanita,gills,convex,free,"ring,volva","white, cream",mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_rubrovolvata
agaricus hondensis,felt-ringed agaricus,gills,"convex, flat",free,ring,"brown, purple-brown",saprotrophic,poisonous,https://en.wikipedia.org/wiki/Agaricus_hondensis
aseroe coccinea,none,smooth,none,none,bare,olive-brown,saprotrophic,unknown,https://en.wikipedia.org/wiki/Aseroe_coccinea
clathrus bicolumnatus,none,glebal,none,none,none,olive-brown,saprotrophic,unknown,https://en.wikipedia.org/wiki/Clathrus_bicolumnatus
clathrus delicatus,none,glebal,none,none,none,olive-brown,saprotrophic,unknown,https://en.wikipedia.org/wiki/Clathrus_delicatus
mycena crocata,saffrondrop bonnet,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_crocata
psilocybe pelliculosa,none,gills,"conical, campanulate","adnate, seceding",bare,purple-brown,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_pelliculosa
lactifluus corrugis,"lactarius corrugis,corrugated-cap milky",gills,"convex, depressed",adnate,bare,white,mycorrhizal,choice,https://en.wikipedia.org/wiki/Lactifluus_corrugis
deconica coprophila,"dung-loving psilocybe,meadow muffin mushroom,dung demon",gills,convex,"adnate, decurrent",bare,purple-brown,saprotrophic,unknown,https://en.wikipedia.org/wiki/Deconica_coprophila
amanita crocea,saffron ringless amanita,gills,"flat, convex",free,volva,white,mycorrhizal,"edible, not recommended",https://en.wikipedia.org/wiki/Amanita_crocea
saproamanita thiersii,"amanita thiersii,thiers' lepidella",gills,convex,free,"ring,volva",white,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Saproamanita_thiersii
amanita ceciliae,"snakeskin grisette,strangulated amanita,cecilia's ringless amanita",gills,"convex, flat",free,volva,white,mycorrhizal,"edible, not recommended",https://en.wikipedia.org/wiki/Amanita_ceciliae
pleurocybella porrigens,angel wing,gills,infundibuliform,decurrent,bare,white,saprotrophic,"not recommended, deadly",https://en.wikipedia.org/wiki/Pleurocybella_porrigens
stereum ostrea,"false turkey-tail,golden curtain crust",smooth,offset,decurrent,none,"white, yellow","saprotrophic, parasitic",inedible,https://en.wikipedia.org/wiki/Stereum_ostrea
catathelasma imperiale,"catathelasma imperialis,imperial mushroom,hutsul mushroom,korban",gills,convex,decurrent,ring,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Catathelasma_imperiale
catathelasma evanescens,none,gills,convex,decurrent,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Catathelasma_evanescens
melanoleuca melaleuca,none,gills,"convex, umbonate",emarginate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Melanoleuca_melaleuca
saproamanita vittadinii,vittadini's lepidella,gills,convex,free,volva,white,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Saproamanita_vittadinii
hygrophorus bakerensis,"mt. baker waxy cap,brown almond waxy cap,tawny almond waxy cap",gills,"convex, flat",decurrent,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Hygrophorus_bakerensis
laccaria amethysteo-occidentalis,none,gills,"convex, depressed","adnate, decurrent",bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Laccaria_amethysteo-occidentalis
mycena aurantiomarginata,golden-edge bonnet,gills,"conical, campanulate",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_aurantiomarginata
tricholoma columbetta,dove-coloured tricholoma,gills,convex,adnexed,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Tricholoma_columbetta
collybia tuberosa,"lentil shanklet,appleseed coincap",gills,"convex, flat",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Collybia_tuberosa
collybia cookei,none,gills,"convex, flat",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Collybia_cookei
collybia cirrhata,none,gills,"convex, flat",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Collybia_cirrhata
lepiota subincarnata,"fatal dapperling,deadly parasol",gills,"convex, flat",free,ring,white,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Lepiota_subincarnata
asterophora lycoperdoides,"star bearer,powdery piggyback mushroom,star bearer",gills,convex,none,bare,white,parasitic,inedible,https://en.wikipedia.org/wiki/Asterophora_lycoperdoides
mycena arcangeliana,"angel's bonnet,late-season bonnet",gills,"conical, campanulate",adnexed,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_arcangeliana
mycena flavescens,none,gills,"conical, campanulate",adnexed,bare,white,saprotrophic,edible,https://en.wikipedia.org/wiki/Mycena_flavescens
mycena metata,none,gills,"conical, campanulate",adnexed,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_metata
auriscalpium vulgare,"pinecone mushroom,cone tooth,ear-pick fungus",teeth,offset,adnexed,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Auriscalpium_vulgare
armillaria ostoyae,armillaria solidipes,gills,"campanulate, convex",decurrent,ring,white,parasitic,choice,https://en.wikipedia.org/wiki/Armillaria_ostoyae
mycena cystidiosa,none,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_cystidiosa
volvopluteus gloiocephalus,"big sheath mushroom,rose-gilled grisette,stubble rosegill",gills,"ovate, flat",free,volva,"pink, pinkish-brown",saprotrophic,"edible, not recommended",https://en.wikipedia.org/wiki/Volvopluteus_gloiocephalus
cortinarius rubellus,"orellani,deadly webcap,fool's webcap",gills,umbonate,adnexed,cortina,brown,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Orellani
cortinarius orellanus,"fool's webcap,fools webcap",gills,flat,adnate,ring,reddish-brown,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Cortinarius_orellanus
nidulariaceae,bird's nest fungi,glebal,infundibuliform,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Nidulariaceae
amanita albocreata,"ringless panther,ringless panther amanita",gills,"flat, convex","free, adnate",volva,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_albocreata
cantharellus pallens,pale chanterelle,gills,infundibuliform,seceding,bare,cream,mycorrhizal,choice,https://en.wikipedia.org/wiki/Cantharellus_pallens
cortinarius vanduzerensis,none,gills,"conical, campanulate","adnate, adnexed",cortina,reddish-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Cortinarius_vanduzerensis
suillus salmonicolor,slippery jill,pores,"convex, flat","adnate, decurrent",bare,brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Suillus_salmonicolor
pleurotus citrinopileatus,golden oyster mushroom,gills,"flat, depressed",decurrent,bare,pink,saprotrophic,choice,https://en.wikipedia.org/wiki/Pleurotus_citrinopileatus
pleurotus populinus,aspen oyster mushroom,gills,offset,decurrent,bare,white,saprotrophic,edible,https://en.wikipedia.org/wiki/Pleurotus_populinus
amanita frostiana,frost's amanita,gills,convex,free,ring,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_frostiana
cortinarius gentilis,none,gills,convex,adnexed,cortina,reddish-brown,mycorrhizal,"unknown, deadly",https://en.wikipedia.org/wiki/Cortinarius_gentilis
morchella tomentosa,"gray,fuzzy foot,black foot morel",smooth,"conical, ovate",none,bare,"cream, yellow","mycorrhizal, saprotrophic",choice,https://en.wikipedia.org/wiki/Morchella_tomentosa
cantharellus cascadensis,"cascade chanterelle,hybrid chanterelle",ridges,infundibuliform,decurrent,bare,white,mycorrhizal,choice,https://en.wikipedia.org/wiki/Cantharellus_cascadensis
cantharellus cinnabarinus,none,ridges,infundibuliform,decurrent,bare,"white, pink",mycorrhizal,edible,https://en.wikipedia.org/wiki/Cantharellus_cinnabarinus
cantharellus minor,none,ridges,convex,decurrent,bare,yellow,mycorrhizal,edible,https://en.wikipedia.org/wiki/Cantharellus_minor
cantharellus persicinus,"peach,pink chanterelle",ridges,infundibuliform,decurrent,bare,"white, pink",mycorrhizal,choice,https://en.wikipedia.org/wiki/Cantharellus_persicinus
cantharellus friesii,"orange,velvet chanterelle",ridges,infundibuliform,decurrent,bare,yellow,mycorrhizal,edible,https://en.wikipedia.org/wiki/Cantharellus_friesii
cantharellus appalachiensis,none,ridges,infundibuliform,decurrent,bare,buff,mycorrhizal,choice,https://en.wikipedia.org/wiki/Cantharellus_appalachiensis
omphalotus olivascens,western jack-o'-lantern mushroom,gills,infundibuliform,decurrent,bare,yellow,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Omphalotus_olivascens
amanita muscaria var. formosa,yellow orange fly agaric,gills,"flat, convex",free,"ring,volva",white,mycorrhizal,"poisonous, psychoactive",https://en.wikipedia.org/wiki/Amanita_muscaria_var._formosa
boletus fibrillosus,fib king,pores,convex,adnexed,bare,olive-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Boletus_fibrillosus
butyriboletus regius,"boletus regius,royal bolete,red-capped butter bolete",pores,convex,adnexed,bare,olive-brown,mycorrhizal,choice,https://en.wikipedia.org/wiki/Butyriboletus_regius
boletus subcaerulescens,none,pores,convex,adnexed,bare,olive-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Boletus_subcaerulescens
agaricus cupreobrunneus,brown field mushroom,gills,convex,free,ring,blackish-brown,saprotrophic,choice,https://en.wikipedia.org/wiki/Agaricus_cupreobrunneus
morchella semilibera,half-free morel,smooth,"conical, ovate",none,bare,"cream, yellow","mycorrhizal, saprotrophic","choice, allergic",https://en.wikipedia.org/wiki/Morchella_semilibera
rhodocollybia butyracea,buttery collybia,gills,"convex, flat","adnexed, free",bare,"cream, buff",saprotrophic,edible,https://en.wikipedia.org/wiki/Rhodocollybia_butyracea
rhodocollybia maculata,spotted toughshank,gills,"convex, flat",adnexed,bare,"pink, cream",saprotrophic,unpalatable,https://en.wikipedia.org/wiki/Rhodocollybia_maculata
aureoboletus russellii,"russell's bolete,jagged-stemmed bolete",pores,convex,adnate,bare,olive,mycorrhizal,edible,https://en.wikipedia.org/wiki/Aureoboletus_russellii
tephrocybe rancida,rancid greyling,gills,"convex, flat",free,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Tephrocybe_rancida
mycena luxaeterna,eternal light mushroom,gills,convex,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_luxaeterna
suillus ochraceoroseus,rosey larch bolete,pores,"convex, flat","adnate, decurrent","ring, bare","reddish-brown, purple-brown",mycorrhizal,edible,https://en.wikipedia.org/wiki/Suillus_ochraceoroseus
tricholoma album,white knight,gills,"convex, flat",adnexed,bare,"white, cream",mycorrhizal,inedible,https://en.wikipedia.org/wiki/Tricholoma_album
infundibulicybe geotropa,"trooping funnel,monk's head",gills,depressed,decurrent,bare,white,saprotrophic,choice,https://en.wikipedia.org/wiki/Infundibulicybe_geotropa
paxillus vernalis,none,gills,depressed,decurrent,bare,brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Paxillus_vernalis
paxillus filamentosus,alder roll-rim,gills,depressed,decurrent,bare,brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Paxillus_filamentosus
entoloma bloxamii,"midnight blue entoloma,big blue pinkgill",gills,convex,adnexed,bare,pink,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Entoloma_bloxamii
astraeus pteridis,giant hygroscopic earthstar,glebal,none,none,none,brown,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Astraeus_pteridis
tricholoma portentosum,"charbonnier,streaked tricholoma,sooty head",gills,convex,adnate,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Tricholoma_portentosum
tricholoma orirubens,blushing tricholoma,gills,convex,adnate,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Tricholoma_orirubens
agaricus excellens,none,gills,"convex, flat",free,ring,purple-black,saprotrophic,edible,https://en.wikipedia.org/wiki/Agaricus_excellens
agaricus inapertus,mountain gasteroid agaricus,gills,convex,none,"bare, ring",blackish-brown,saprotrophic,edible,https://en.wikipedia.org/wiki/Agaricus_inapertus
boletus subalpinus,gasteroid king bolete,pores,"convex, depressed",adnexed,bare,yellow-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Boletus_subalpinus
leucoagaricus americanus,american parasol,gills,"flat, convex",free,ring,white,saprotrophic,edible,https://en.wikipedia.org/wiki/Leucoagaricus_americanus
tylopilus tabacinus,none,pores,"convex, flat",adnate,bare,"pinkish-brown, reddish-brown",mycorrhizal,unknown,https://en.wikipedia.org/wiki/Tylopilus_tabacinus
gomphidius oregonensis,insidious gomphidius,gills,"convex, depressed",decurrent,bare,black,parasitic,edible,https://en.wikipedia.org/wiki/Gomphidius_oregonensis
amanita aprica,sunshine amanita,gills,"flat, convex",free,"ring,volva",white,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Amanita_aprica
tylopilus alboater,black velvet bolete,pores,"convex, flat",adnate,bare,pink,mycorrhizal,edible,https://en.wikipedia.org/wiki/Tylopilus_alboater
tylopilus atronicotianus,false black velvet bolete,pores,"convex, flat",adnate,bare,reddish-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Tylopilus_atronicotianus
thelephora palmata,"fetid false coral,stinking earthfan",smooth,none,none,bare,reddish-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Thelephora_palmata
